	INDEX	PRE	KWIC	POST	FILE	GENRE	VERB_TYPE	POS	VERB_FORM	METAPHOR.MUSIC	MOTION_TYPE	Deictic	COMMENT	LEMMA
160	1614	 sonances, emphasizing more lyrical qualities. The 	approach	 works least well with the Prokofiev, dimi	CT154CDaga231094.txt	news	path	N	infinitive	no	NA	NA		approach
1523	39	 a tonic-focused progression, rather than within a 	floating	 world of symmetrical third relations. The	MA09-28.1_40.txt	aca	manner	ADJ	ing	no	NA	NA		float
1258	3415	  complicated as an opera some things will always 	go	 wrong, I could never bring myself to boo. 	TT212sr180512.txt	news	path	verb	infinitive	no	NA	NA		go
1292	2016	 llas is contemplating a comeback. Inevitably, all 	goes	 wrong. There are a few arias, brief reminders	GLR1241fm180410.txt	news	path	verb	3_present	no	NA	NA		go
1947	31	 ound was brighter, more focused, more flexible, a 	racing	 yacht to Scholl’s stolid steamer. Jaroussky	IR537mc081210.txt	news	manner	ADJ	ing	L	NA	NA		race
1086	383	 from the end of February 1490 until 11 April the  	following	 year,112 and the royal letter patent for	EMH10-29_Jimenez_A.txt	aca	path	verb	ing	no	NA	NA		follow
1118	3092	 , not far removed from his own death the 	following	 year.  The miniature originally appeared	CT544CDaga93&94.txt	news	path	verb	ing	no	NA	NA		follow
1102	3099	 was given the National Symphony conductorship the 	following	 year. ``The historical events in my belo	CT574mk120692.txt	news	path	verb	ing	no	NA	NA		follow
1104	3158	  she gave at the Milan Music festival the 	following	 year. Salvatore Sciarrino's Aspern Suite	GCDR113ac190112.txt	news	path	verb	ing	no	NA	NA		follow
161	167	 nterest in Attila, we might  consider an indirect 	approach	 yet to be tried in the literature, that 	COJ09-21.3_Gerhard_A.txt	aca	path	N	infinitive	no	NA	NA		approach
2164	8	  Fielding’s Author’s Farce, Mock Doctor,and 	Tumble	-Down Dick’, Publications of the Modern Lang	18thM10-7.2_059a_A.txt	aca	Manner + path	N	NA	exclude	NA	NA	proper name	tumble
523	216	 unctions as a passing harmony, occurring after an 	ascending	-fifths pattern in measures 5–7 that move	MTO11_17.1_Hoag.txt	aca	path	ADJ	ing	yes	translational	no		ascend
524	24	  preceding three phrases all open  with the same 	ascending	-fourth gesture supported with dominant a	BF06spring_biamonte_A.txt	aca	path	ADJ	ing	yes	translational	no		ascend
1302	864	 nomenology, Edmund Husserl. 20Both pieces use the 	going	-out of phase of two, and then multiple 	OS09-14.1_119a.txt	aca	path	verb	ing	no	NA	NA		go
1023	3708	 by SS guards pick out principal performers with 	follow	-spots. But can we really present Auschwitz 	IR651es200911.txt	news	path	verb	infinitive	no	NA	NA		follow
1002	3059	  air of mystery. Reich's Triple Quartet, a 	follow	-up to his masterful Different Trains, thr	CT400ts070803.txt	news	path	N	NA	no	NA	NA		follow
1004	3733	 e)     Andy Gill Friday, 4 November 2011 For this 	follow	-up to their challenging album of Berg, Webe	IR885CDag041111.txt	news	path	N	NA	no	NA	NA		follow
1001	73	 E   just fourteen measures earlier. Moreover, the 	follow	-up to this gesture, which  we might term 	BF04spring_knapp_A.txt	aca	path	N	NA	no	NA	NA		follow
1003	4113	  Karabits turn to more substantial music for this 	follow	-up, with Tchaikovsky’s Little Russian Sym	TT386CDgn111111.txt	news	path	N	NA	no	NA	NA		follow
1272	3308	 roms/8709830/Proms-2011- Emanuel-Ax-Making-Brahms-	go	-with-a-bang.html) Orchestre Symphonique de Mont	TT65ih220811.txt	news	path	verb	infinitive	no	NA	NA		go
1261	3311	 roms/8709830/Proms-2011-Emanuel-Ax-Making- Brahms-	go	-with-a-bang.html#disqus_thread) To tackle 	TT68ih180811.txt	news	path	verb	infinitive	no	NA	NA		go
982	654	 —the topmost line rising stepwise, the base line 	descending	—until we're suddenly, exhilaratingly ho	WSJ146bls290111.txt	news	path	verb	ing	yes	translational	no		descend
983	9	  to the chorale melody are of two types: 	descending	,  as in the chorale melody of the fou	BF03spring_russell_A.txt	aca	path	verb	ing	yes	translational	no		descend
1928	5	 g that the Choir  record Oh! Susanna, Camptown 	Races	,  Down in the Valley, i’ve Been Workin’ 	TCS09-1.1_Porcaro.txt	aca	manner	N	N	exclude	NA	NA	proper name	race
1033	2693	 7 could enlist. These regulations were not always 	followed	,  however. John Prosperi was a mere 7 yea	19thMR09-6.1_2883a_A.txt	aca	path	verb	past_participle	no	NA	NA		follow
984	96	  him  that has the high voice, or, in  	descending	, [nii] returns to the octave.  And so e	EMH10-29_Maw_A.txt	aca	path	verb	ing	yes	translational	no		descend
409	92	  sun and in the stars. 8 And as they 	ascend	, a chorus of Orfeo’s companions rejoices in	JSCM03Vol09No01_Russano Hanning_A.txt	aca	path	verb	infinitive	no				ascend
1675	23	 they [the pieces of the early 1860s] also share with Schumann a sovereign subjectivity, a 	meandering	, a retreat from the external world, and	JM22.txt	aca	manner	N	ing	yes	Self-contained	no	in nominal uses the ground is backgrounded by default, so ESM reading is likely	meander
613	1345	 'll let me finish my story. Here she 	comes	, a truck, not a fuck, but a truck.  [	search09-5_Holter.txt	aca	path	verb	3_present	L	NA	NA		come
1863	99	 fficiently hefty without weighing down the sound. 	Pacing	, accentuation, phrasing – everything bespok	CT441jvr031011.txt	news	manner	N	ing	yes	Self-contained	no		pace
1400	2654	  you thought you knew how the first movement 	went	, along comes Fischer with hair-raising impetu	IR807es110310.txt	news	path	verb	past	yes	translational	no		go
1985	29	  America during the nineteenth century is truly 	staggering	, and  given the sheer number of small 	19thMR09-6.1_2883a_A.txt	aca	manner	ADJ	ing	no	NA	NA		stagger
872	265	  the cello falls silent, the upper parts suddenly 	descend	, and bar 7 is elided.23 The cello’s low-	MA07-26.3_15.txt	aca	path	verb	infinitive	yes	translational	no		descend
162	2404	  gestures and strong feelings. It's an organic 	approach	, and for some players, an empowering one.	WP331am280111.txt	news	path	N	infinitive	no	NA	NA		approach
163	1117	 w discuss both ‘pre-finished’ and ‘post-finished’ 	approaches	, and in many cases the techniques descr	OS10-15.3_312a.txt	aca	path	N	3_present	no	NA	NA		approach
164	1967	  point of hammering. That can be an enlivening 	approach	, and it was here. She seats her orchestra	LAT33ms290312.txt	news	path	N	infinitive	no	NA	NA		approach
1864	319	  unnatural. Part of Flórez’s secret is clever 	pacing	, and not straying too far from the lighter 	TT1136ih110510.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1782	56	  ornaments, which, however, proceed in bold, firm 	paces	, and often progress in large intervallic lea	18thM10-7.2_060a_A.txt	aca	manner	N	3_present	yes	Self-contained	no		pace
1865	254	  50 years ago. He showed an unerring sense of 	pacing	, and revealed the pathos and restrained dig	TT165ih260612.txt	news	manner	N	ing	yes	Self-contained	no		pace
1174	4089	  the bass, the hesitation in the phrase that 	followed	, and the careful moulding of the repeatin	TT296ih010312.txt	news	path	verb	past	yes	translational	no		follow
1640	19	The pieces had the yearning richness associated with elegiac sequences in independent films, but they	meandered	, and their emotional payoffs — melanchol	NYT287zw200111.txt	news	manner	verb	past	yes	Self-contained	no		meander
282	554	 . The earth existed millions of years before we 	arrived	, and will exist for millions of years afte	TT702ih050111.txt	news	path	verb	past	L	translational	NA		arrive
1016	3579	 , and the stifling codes of honour they must 	follow	, are painfully evident, though Tatyana's fr	IR152ap220712.txt	news	path	verb	infinitive	no	NA	NA		follow
525	2	 ary.    6 tilden a. russell   ond movement); and 	ascending	, as a near-retrograde of the chorale m	BF03spring_russell_A.txt	aca	path	verb	ing	yes	translational	no		ascend
359	95	  death, a moment of transformation. Once it has 	arrived	, as in the first movement of 'Sin', the 	MA03-22.3_14.txt	aca	path	verb	past_participle	yes	translational	yes		arrive
1783	58	 e to Act 3 positively skips through its harmonic  	paces	, as though still taking its rhythmic cue fro	19thMR09-6.1_2998a_CD.txt	aca	manner	N	3_present	yes	Self-contained	no		pace
2016	56	 popping with character, the breath control simply 	staggering	, Bartoli's recitals redeem the word di	IR331ap121210.txt	news	manner	ADJ	ing	no	NA	NA		stagger
565	315	 . Air begins like Vaughan Williams’s The Lark 	Ascending	, before deploying electronic drums and o	TT52as010911.txt	news	path	verb	ing	exclude			proper name	ascend
566	291	  rather chilly and earthbound account of The Lark 	Ascending	, before Runnicles launched into Elgar's 	GLR1094ac040810.txt	news	path	verb	ing	exclude			proper name	ascend
567	325	  old boy who wrote Greensleeves and The Lark 	Ascending	, began to write the work in 1944, when h	TT1123CDsh290510.txt	news	path	verb	ing	exclude			proper name	ascend
1866	371	 lly, the conductor who truly understands Bruckner 	pacing	, Bernard Haitink, didn't take part in the 	WSJ246bk090911.txt	news	manner	N	ing	yes	Self-contained	no		pace
2111	31	  no melody can be heard, only a tuneless, 	swirling	, buffeting gust of cold sound. Uchida's p	CT639dt161199.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
1867	293	  McCreesh kept a firm grip on style and 	pacing	, busily urging his singers and players thro	TT907df250803.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
165	2348	 s interpretive depth. One could quibble about his 	approach	, but he had strong ideas and he stuck 	WP145ctd050312.txt	news	path	N	infinitive	no	NA	NA		approach
1868	260	  to put across a sense of the overall 	pacing	, but I don’t want to micro-manage 	TT279ih190312.txt	news	manner	N	ing	yes	Self-contained	no		pace
166	1997	 . Another Man Done Gone can take a monumental 	approach	, but Norman could not resist an ersatz de	IR199ap270512.txt	news	path	N	infinitive	no	NA	NA		approach
1154	3901	  both seem relatively unremarkable. The score was 	followed	, but not revealed. Missing throughout was	NYT177er090592.txt	news	path	verb	past_participle	yes	translational	no	obey sense	follow
167	1648	  muted in the Tokyo Quartet's more rounded 	approach	, but the final two quartets are exception	CT317CDva94-96.txt	news	path	N	infinitive	no	NA	NA		approach
1755	146	 let, as well. Everything was perfectly placed and 	paced	, but the mix of menace and sleaze in 	GLR541ac040911.txt	news	manner	ADJ	past_participle	yes	Self-contained	no		pace
1756	281	  a wonderful cast of soloists and is perfectly 	paced	, but the underpowered choral sound is a draw	TT723ih011210.txt	news	manner	ADJ	past_participle	yes	Self-contained	no		pace
1534	7	 sa Sponsus amat sponsam by Robert Fayrfax: Benham 	floats	, but then downplays, the idea that this wor	JM11.txt	aca	manner	verb	3_present	no	NA	NA		float
1676	30	  and then even  more prominently in the 	meandering	, chromatic right-hand melody in bars 13	19thMR09-6.2_3098a_A.txt	aca	manner	ADJ	ing	yes	Self-contained	no		meander
1869	81	  much to recommend it: brisk but not driven 	pacing	, clarity of texture, sharpness of accent an	CT125jvr070512.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
168	1790	 le programme together was his sure-footed musical 	approach	, combined with an impeccable range of tec	GLR384gh070212.txt	news	path	N	infinitive	no	NA	NA		approach
600	337	  and activity, and, finally, as the innocent soul 	ascends	, coming to a quiet resolution. It calls on	WP529jr300411.txt	news	path	verb	3_present	no				ascend
1223	272	  of virgins and asks her where she is 	going	, creates significant textual simultaneities 	JM15.txt	aca	path	verb	ing	L	NA	NA		go
1969	8	  bar 544, two of the hexachordal subdivisions are 	staggered	, creating an alteration of octatonic and	MA06-25.1:2_72.txt	aca	manner	ADJ	past_participle	yes	Self-contained	no	technical use? Translation: versetzt	stagger
2017	78	  a smashing and suggestive portrayal of a 	staggering	, dancing drunk in Montsalvatge’s Canto	WP508jr020712.txt	news	manner	ADJ	ing	L	NA	NA		stagger
1677	42	  outset it gets even darker in the 	meandering	, depressive slow movement, from which t	GLR1170ta310510.txt	news	manner	ADJ	ing	yes	Self-contained	no		meander
1588	33	  their control. Against this background, the free-	floating	, developmental, espressivo character of t	MA06-25.1:2_73.txt	aca	manner	ADJ	ing	yes	Self-contained	no		float
985	628	  and then defuse all of the passion in 	descending	, ebbing figures, effectively turning on	WP152am200212.txt	news	path	ADJ	ing	yes	translational	no		descend
2067	48	  is now exhausted, and they rise like ashes 	swirling	, eddying in updrafts of wind, the last re	OS09-14.1_119a.txt	aca	manner	verb	ing	no	NA	NA		swirl
1870	131	 . The problem is also partly one of 's 	pacing	, especially as McVicar resists temptations 	GLR168ac260612.txt	news	manner	N	ing	yes	Self-contained	no		pace
169	1745	  said, there is plenty of room for both 	approaches	, even though they are much closer now t	GLR55mk101111.txt	news	path	N	3_present	no	NA	NA		approach
1678	37	  Huw Watkins. Written for solo piano, its 	meandering	, Fauré-like melody and Berg-like harmon	GLR79gd200812.txt	news	manner	ADJ	ing	yes	Self-contained	no		meander
1263	1966	 20 September 2010 22.15 BST As opening statements 	go	, few are as emphatic as Mahler's Eighth 	GLR1025re200910.txt	news	path	verb	infinitive	no	NA	NA		go
767	683	 mes for his transgressions against Venus/England: 	Come	, for her Pardon humbly sue! Tho’ she were 	JSCM05Vol11No1_McLeod_A.txt	aca	path	verb	infinitive	no	NA	NA		come
1927	3	  be silent both the eternal and the mortal 	races	, for my quiver can do whatever my mind 	JSCM03Vol09No01_Carter_A.txt	aca	manner	verb	3_present	no	NA	NA		race
568	272	  from a small harpsichord. Up the Dreadful Step 	Ascending	, from Jephtha, was a triumph of color	CT120jvr110312.txt	news	path	verb	ing	L				ascend
849	525	  the time when the world's top ensembles 	descend	, has all the excitement of a home straight	GLR807fm090912.txt	news	path	verb	infinitive	no	NA	NA		descend
1233	1300	   city where he had been living. Wherever he 	went	, he exercised a skill for selfpromotion;  imp	19thMR09-6.2_3104a_A.txt	aca	path	verb	past	L	NA	NA		go
170	870	 –13).11 Contradicting FBi official language, this 	approach	, he said, was ‘all-out psychophysiologica	OS09-14.1_119a.txt	aca	path	N	infinitive	no	NA	NA		approach
360	547	 , when the deep opening of the slow movement 	arrived	, he summoned an astonishingly dark colour,	TT588ih270411.txt	news	path	verb	past	yes	translational	yes		arrive
2080	62	 honic literature. His Symphony No.  4 (1986) is a 	swirling	, Heathcliffian landscape of  long, dark s	Tempo09-63.250_370a_CD.txt	aca	manner	ADJ	ing	yes	Self-contained	no		swirl
1269	2380	  deathbed. It would be a good way to 	go	, held on the pizzicato heartbeat of the second 	IR266ap240711.txt	news	path	verb	infinitive	no	NA	NA		go
